PrimaryKey;Id;Name;Latitude;Longitude;Altitude;Roll;Pitch;Yaw;RxTxType;AntennaType;Gain;CenterFrequency;Bandwith;SignalToNoiseRatio;XPos;YPos;ZPos;StartTime;Remark
cf4f522a-674d-4b43-8d23-80b4f0392aff;773;Transmitter #11;49,7701515663853;6,64071194125852;0;0;0;0;IdealSDR;Unknown;0;93;24;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
2630d55e-feeb-4f46-8aa0-a0ce81172956;-593;Transmitter #12;49,7868082494524;6,64479816799755;0;0;0;0;Unknown;OmniDirectional;0;85;67;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
941cd0ac-4d1c-467b-acc1-ffebb6b3cc9a;-820;Transmitter #13;49,7482810021481;6,61667051713773;0;0;0;0;IdealSDR;Unknown;0;94;16;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
bfcaeef6-ab2f-4b38-93ed-d328c39c3b53;179;Transmitter #14;49,7857064305616;6,66102340200512;0;0;0;0;TwinRx;Unknown;0;89;26;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
5fd0172a-142d-4076-a82d-dbf5fbdef3d6;301;Transmitter #15;49,7636166185315;6,6266876647328;0;0;0;0;TwinRx;OmniDirectional;0;99;43;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
fb74ee5b-dc04-4661-adc1-3912ab8506ab;-63;Transmitter #16;49,7527411289171;6,6249039562257;0;0;0;0;HackRF;OmniDirectional;0;104;54;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
588537f4-6e03-458e-a698-5e8c72b21f48;204;Transmitter #17;49,7897614060499;6,64969576121773;0;0;0;0;Unknown;Unknown;0;86;70;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
85db2c36-d9b9-467b-9b1b-243b3e61d628;-199;Transmitter #18;49,7685177473316;6,63800099030058;0;0;0;0;Unknown;Unknown;0;97;19;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
7282c542-af9d-4502-aa46-de5a50fc25ca;183;Transmitter #19;49,783881043949;6,62095478450007;0;0;0;0;TwinRx;Unknown;0;87;11;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
a2d85092-db13-4ecd-9897-4970c7885339;163;Transmitter #20;49,770273754254;6,64269314810307;0;0;0;0;Unknown;OmniDirectional;0;100;77;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
c71cbc11-953c-45d6-8b60-16942ee939fe;-652;Transmitter #21;49,771680807879;6,66475251366154;0;0;0;0;IdealSDR;Unknown;0;90;22;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
107b352b-8c65-4e17-abd5-b98422bf7c47;10;Transmitter #22;49,7873380221944;6,6284453878965;0;0;0;0;Unknown;OmniDirectional;0;96;10;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
de9d5c30-dbe0-4a7b-a5db-cbf4184f855f;-973;Transmitter #23;49,7572471593884;6,6513643464966;0;0;0;0;HackRF;Unknown;0;104;52;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
063e8c3f-eb4b-492f-be9c-6686ef690568;724;Transmitter #24;49,763102091703;6,63441312125638;0;0;0;0;IdealSDR;Unknown;0;86;17;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
24661334-12ef-452e-ba0d-afaca77e2e00;6;Transmitter #25;49,7886782828311;6,65159885566304;0;0;0;0;IdealSDR;Unknown;0;86;39;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
a1887943-6b9d-432c-b846-d281e218db31;174;Transmitter #26;49,7735056037769;6,6224337270077;0;0;0;0;Unknown;Unknown;0;86;13;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
2aa007ca-73ad-48fc-83f7-b16e15471776;-29;Transmitter #27;49,7803230886367;6,65283738660772;0;0;0;0;IdealSDR;OmniDirectional;0;97;60;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
bbf5d219-9b56-4130-9300-773bb5078cd6;839;Transmitter #28;49,7726268309385;6,62479847705229;0;0;0;0;IdealSDR;Unknown;0;85;11;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
3f223edc-048f-420e-b054-f15a24c38755;463;Transmitter #29;49,7775648354326;6,63793817925185;0;0;0;0;HackRF;Unknown;0;85;27;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
ea3ee3b3-0841-4edf-82af-9e973af41b0a;637;Transmitter #30;49,7654935147098;6,6517921872633;0;0;0;0;HackRF;Unknown;0;98;50;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
00847282-a538-4309-a893-6298aaece675;-404;Transmitter #31;49,7642242533797;6,64802530048803;0;0;0;0;Unknown;OmniDirectional;0;86;50;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
a52b1458-0adf-4b99-9357-d05eb52a6d7f;-718;Transmitter #32;49,7722022458659;6,61894634664489;0;0;0;0;IdealSDR;Unknown;0;89;41;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
2a98a25a-258d-4dc9-b976-952abc8d0300;77;Transmitter #33;49,7820331096211;6,62593753706489;0;0;0;0;IdealSDR;Unknown;0;97;22;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
9c8eea0c-2792-444c-9b0b-477af036ceab;-90;Transmitter #34;49,7863234923501;6,62661545573124;0;0;0;0;TwinRx;Unknown;0;93;36;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
4d0c403c-e268-4082-823c-94af5c4acf1a;941;Transmitter #35;49,7652577455337;6,65951164998105;0;0;0;0;HackRF;OmniDirectional;0;88;16;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
654f4373-7105-46ea-a560-c47c509f734c;-881;Transmitter #36;49,7749931183172;6,62887941287792;0;0;0;0;HackRF;Unknown;0;88;14;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
8af39d1e-8efb-423c-b64c-1728fb1d380a;897;Transmitter #37;49,7546338535978;6,65345278493769;0;0;0;0;IdealSDR;OmniDirectional;0;91;24;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
e36906d3-95aa-4c71-9e37-f10bfe1461a4;-607;Transmitter #38;49,7547687261498;6,63399362944732;0;0;0;0;TwinRx;Unknown;0;103;78;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
a055ce7b-9b1b-46aa-9436-472b9230ef65;-673;Transmitter #39;49,786127700312;6,61984043829615;0;0;0;0;HackRF;OmniDirectional;0;104;22;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
43e60b35-f630-4e16-9a32-48e9ef6b517d;285;Transmitter #40;49,7725767271809;6,62370645665284;0;0;0;0;IdealSDR;OmniDirectional;0;102;48;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
174bf25b-2098-4d09-b0be-c69747af09ee;506;Transmitter #41;49,777573682578;6,64956812071142;0;0;0;0;TwinRx;Unknown;0;90;68;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
700cae0e-3999-4a3a-8097-532bf8973953;-607;Transmitter #42;49,7568313726134;6,6299554154604;0;0;0;0;IdealSDR;Unknown;0;96;70;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
85d4ac9f-3930-47f4-9ac5-c8f16971106b;238;Transmitter #43;49,7730481544495;6,62160710925791;0;0;0;0;IdealSDR;OmniDirectional;0;96;27;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
d4d26d37-c73c-4119-83b1-d8ee228a2018;-994;Transmitter #44;49,7663090722356;6,63739901048955;0;0;0;0;Unknown;OmniDirectional;0;88;31;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
49e4cf67-8481-45d0-9552-95d60ef307a0;284;Transmitter #45;49,7503871734367;6,65271685060254;0;0;0;0;IdealSDR;OmniDirectional;0;90;15;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
d8dad1dc-cb7e-47c6-8194-a318f092c6ee;961;Transmitter #46;49,7686847433413;6,6289639356403;0;0;0;0;IdealSDR;Unknown;0;104;48;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
d15e3c12-eca2-47c6-bd87-083feff32e8b;372;Transmitter #47;49,7483179011252;6,63436543807605;0;0;0;0;Unknown;Unknown;0;93;24;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
31888b09-3c24-4b0b-b240-a564d780a441;-224;Transmitter #48;49,780415138255;6,65033379704255;0;0;0;0;IdealSDR;Unknown;0;103;42;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
cd558746-383d-4b4b-b821-925ddd87430e;840;Transmitter #49;49,7947309220296;6,64200138351056;0;0;0;0;TwinRx;Unknown;0;98;70;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
7e948544-5667-4bb8-bfd0-8cce0937e857;-61;Transmitter #50;49,7578959445151;6,62162065401763;0;0;0;0;TwinRx;OmniDirectional;0;87;33;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
ba81f12b-113d-47af-8412-bcb6b1a73510;738;Transmitter #51;49,7647492169349;6,62504121075167;0;0;0;0;IdealSDR;Unknown;0;95;49;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
86aca02b-b7cf-4204-9244-8078966e77ba;784;Transmitter #52;49,7748873043799;6,65432256029203;0;0;0;0;TwinRx;Unknown;0;102;13;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
78e1831f-e9f6-4fa5-bc8e-0534b5686da1;988;Transmitter #53;49,7592052691071;6,62422790348741;0;0;0;0;TwinRx;OmniDirectional;0;101;26;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
3038857f-8c6d-4838-959d-553df8d6d74c;-623;Transmitter #54;49,7469406341998;6,63152542054738;0;0;0;0;HackRF;OmniDirectional;0;96;70;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
d7fb3283-2bce-462a-8176-7b987a490335;-277;Transmitter #55;49,7805591876173;6,63269283109018;0;0;0;0;HackRF;Unknown;0;92;24;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
656b95ea-c1b3-47fb-baa2-cbf1daa0a3b2;-160;Transmitter #56;49,7618941414569;6,65551480243253;0;0;0;0;IdealSDR;Unknown;0;91;66;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
c4be8646-f63a-4ebc-9402-6b0c27561ca5;-610;Transmitter #57;49,7502998335865;6,64562176397812;0;0;0;0;IdealSDR;Unknown;0;98;48;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
94f10e66-b3ba-4cab-b626-0ca5ca57fdbe;-705;Transmitter #58;49,7552542116395;6,66061971820934;0;0;0;0;Unknown;OmniDirectional;0;86;74;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
7d07b1d4-6f99-480e-b013-027bef662595;457;Transmitter #59;49,772842679241;6,62422034601426;0;0;0;0;Unknown;Unknown;0;97;30;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
473d6cc4-50ad-4243-8dce-d3d929679813;-854;Transmitter #60;49,7840152367055;6,62728820590656;0;0;0;0;IdealSDR;OmniDirectional;0;85;17;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
15502f87-3c37-4056-8b2b-617321ae86d0;-552;Transmitter #61;49,7814302648908;6,63004258888324;0;0;0;0;IdealSDR;Unknown;0;101;29;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
7b956e72-6974-4f15-8324-0832621c4c86;-694;Transmitter #62;49,7619415559739;6,62964558478908;0;0;0;0;TwinRx;OmniDirectional;0;93;26;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
61559e45-03eb-4da1-8d10-37ae792d9712;-174;Transmitter #63;49,7713565625228;6,6401546103556;0;0;0;0;HackRF;OmniDirectional;0;104;17;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
fe015dd2-1950-40b7-866c-e0b18d470a83;606;Transmitter #64;49,7948042569536;6,66271003033175;0;0;0;0;IdealSDR;OmniDirectional;0;93;79;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
1bd80142-e1b9-440a-9a88-2f850a10f94d;-833;Transmitter #65;49,7477329064726;6,64225360219486;0;0;0;0;HackRF;Unknown;0;99;31;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
e6ed3504-821f-4695-a149-ae2399f14917;-458;Transmitter #66;49,7701738549834;6,64968933423049;0;0;0;0;IdealSDR;OmniDirectional;0;100;22;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
5e95ebdc-b3ec-4fdc-9d86-f7dcf55c94f5;63;Transmitter #67;49,7902106451401;6,65051649186798;0;0;0;0;TwinRx;Unknown;0;100;61;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
9108edf6-4123-451d-9005-48778e4d1bf0;221;Transmitter #68;49,7813965601871;6,63461579451101;0;0;0;0;Unknown;Unknown;0;86;28;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
d7c255e4-816f-4606-8517-eac0eee685c3;-325;Transmitter #69;49,7530443040546;6,63795309596614;0;0;0;0;HackRF;Unknown;0;100;51;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
18682239-40f2-4d78-9d60-8dbd1a67b14d;-580;Transmitter #70;49,7757917309178;6,61850490787011;0;0;0;0;TwinRx;OmniDirectional;0;103;28;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
7ecb2c0a-d0fd-4431-b57a-65932b6498ec;630;Transmitter #71;49,761108497919;6,6478036816875;0;0;0;0;TwinRx;Unknown;0;94;54;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
066c840d-cdb0-432d-b765-55af25b0c03d;-373;Transmitter #72;49,7593977329476;6,65700919553512;0;0;0;0;IdealSDR;OmniDirectional;0;91;11;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
9aa6fa8b-ca5d-4c66-a34a-246d606430f4;-545;Transmitter #73;49,7937487766228;6,65656505331717;0;0;0;0;IdealSDR;OmniDirectional;0;100;63;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
7910107a-6456-4e13-922a-6877ec8dcdd9;-380;Transmitter #74;49,7463045359916;6,63002637660612;0;0;0;0;Unknown;Unknown;0;86;10;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
39ff39c0-058a-4ad9-8038-c20e33a8c3e6;-92;Transmitter #75;49,7624636050715;6,6239534392088;0;0;0;0;TwinRx;OmniDirectional;0;99;11;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
fa935d5b-b103-4163-87e2-93b2cf4a7abf;22;Transmitter #76;49,7527909138364;6,61955759902944;0;0;0;0;TwinRx;Unknown;0;95;35;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
7fc164ad-d724-4f58-a285-e8bcd174382b;171;Transmitter #77;49,7898437353846;6,63549115011738;0;0;0;0;HackRF;OmniDirectional;0;87;63;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
68163187-764a-485e-8e00-0c19d331937d;112;Transmitter #78;49,7911150163342;6,62572300693301;0;0;0;0;TwinRx;OmniDirectional;0;99;53;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
be37aeaa-8b50-4142-ab0f-06c4106c28c9;-452;Transmitter #79;49,7539054798091;6,64446933415475;0;0;0;0;Unknown;OmniDirectional;0;94;62;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
c8e0aac7-e689-4afd-8151-cc8319e76ef3;900;Transmitter #80;49,7941679624226;6,64755653172632;0;0;0;0;IdealSDR;Unknown;0;88;65;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
f29377d8-4c7d-4daf-8592-bb37a252d303;297;Transmitter #81;49,7656196884063;6,6302377743975;0;0;0;0;Unknown;Unknown;0;99;49;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
c64a2bfa-b7da-4aff-805c-949472eabb6f;154;Transmitter #82;49,7519795786011;6,61513981900897;0;0;0;0;TwinRx;Unknown;0;91;57;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
f393efff-5810-4a5a-b606-063e943aeaa5;65;Transmitter #83;49,7890444475519;6,63139131119088;0;0;0;0;Unknown;Unknown;0;92;63;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
30326971-e0af-4e34-b21f-3383ae776d89;-729;Transmitter #84;49,7916703060341;6,63211920253114;0;0;0;0;IdealSDR;OmniDirectional;0;97;36;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
36fa3138-f985-4afc-966a-30233260b8a7;-768;Transmitter #85;49,7677136365518;6,61716879632206;0;0;0;0;Unknown;OmniDirectional;0;101;47;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
0a078ac6-7f12-4ceb-b960-b099b62532f5;206;Transmitter #86;49,7573080059519;6,6352050418153;0;0;0;0;Unknown;OmniDirectional;0;89;77;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
ca7b2cf0-5614-4c4f-90dc-1cabdebdba5e;-411;Transmitter #87;49,789936967899;6,64532847981231;0;0;0;0;Unknown;Unknown;0;85;67;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
99700de7-d5ea-40b4-924f-13801d0dbdca;274;Transmitter #88;49,7544858185008;6,64858626552806;0;0;0;0;Unknown;OmniDirectional;0;93;73;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
93baa817-de9d-4755-9826-b982e2f429f6;509;Transmitter #89;49,7755034843922;6,63487335598337;0;0;0;0;IdealSDR;OmniDirectional;0;103;32;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
cace014e-7e81-4a4a-9b9a-5df181632cb6;-332;Transmitter #90;49,7837181824062;6,62350569461184;0;0;0;0;TwinRx;Unknown;0;100;56;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
24907809-6b42-4d7e-b210-7c6137c0fe51;927;Transmitter #91;49,7812487606681;6,65665758303225;0;0;0;0;TwinRx;OmniDirectional;0;96;50;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
f6bebf4f-17c7-4d26-8045-e7d985b59630;249;Transmitter #92;49,7845421979941;6,62167719128168;0;0;0;0;HackRF;OmniDirectional;0;100;23;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
864758f3-fa91-47c7-972f-a569a168cde7;-335;Transmitter #93;49,767967337855;6,62714205440946;0;0;0;0;Unknown;Unknown;0;102;34;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
4f251d71-8789-4d50-8e6d-fa6b100d9b3b;141;Transmitter #94;49,7894806500819;6,63817435376275;0;0;0;0;IdealSDR;Unknown;0;87;29;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
644aa568-95ae-4e72-b057-4ee45119ecf2;25;Transmitter #95;49,7841925673457;6,65453088127302;0;0;0;0;TwinRx;Unknown;0;91;75;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
fd2cf1a8-2419-4e0b-b061-8823b249ead8;-954;Transmitter #96;49,7606979959572;6,63757796682319;0;0;0;0;HackRF;Unknown;0;86;51;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
86248694-8a9c-4bcd-a098-4c33f5286e83;138;Transmitter #97;49,7456712699819;6,63378345040795;0;0;0;0;TwinRx;Unknown;0;101;14;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
91f49870-0c0c-44e9-a3af-b089c4fca974;-267;Transmitter #98;49,7677884030582;6,6642364735969;0;0;0;0;IdealSDR;OmniDirectional;0;95;27;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
1be41501-34b6-43ab-b76f-908a574f2c49;0;Transmitter #99;49,7586650098127;6,65228728421153;0;0;0;0;HackRF;Unknown;0;95;49;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
26dfb1d8-9741-44db-a49d-f2ac703d2977;21;Transmitter #100;49,7487512495241;6,65644240514224;0;0;0;0;TwinRx;OmniDirectional;0;102;53;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
add85a23-91c0-42ca-9f08-97877504c2bb;-427;Transmitter #101;49,7910734123154;6,63929745912533;0;0;0;0;Unknown;Unknown;0;100;34;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
55384f8b-26bd-4307-accb-67ba0b7506c3;432;Transmitter #102;49,7810147448465;6,62902967025029;0;0;0;0;IdealSDR;OmniDirectional;0;101;14;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
5c1ee0ef-6e74-4e97-ab0d-eedf3e593c27;-875;Transmitter #103;49,7923775305116;6,66461615562668;0;0;0;0;TwinRx;OmniDirectional;0;89;49;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
6fd9fabb-2397-44a0-a8cf-ecfa21745676;-120;Transmitter #104;49,7650359246129;6,61579879888152;0;0;0;0;HackRF;Unknown;0;95;55;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
6fc4f254-c7dd-4ac2-9e9d-82bd0b80f00a;664;Transmitter #105;49,769197844408;6,65718525033327;0;0;0;0;IdealSDR;OmniDirectional;0;92;64;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
a915dc96-2f41-411d-86b0-5a2f43bb411c;834;Transmitter #106;49,7479031504;6,64690025501754;0;0;0;0;HackRF;OmniDirectional;0;93;53;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
63888f2f-cfcc-42f1-9e53-3e0e9fc7ccae;-999;Transmitter #107;49,761863178823;6,63836430380059;0;0;0;0;HackRF;Unknown;0;87;23;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
7667e77c-bd7d-4c33-b958-5e2fac5f237c;-298;Transmitter #108;49,7686897868488;6,63514036309227;0;0;0;0;HackRF;Unknown;0;102;59;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
7e72aa3b-ca17-4334-bed0-d0bb4f512d9a;-877;Transmitter #109;49,783949732365;6,63097404698901;0;0;0;0;Unknown;Unknown;0;102;42;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
b60ed8d0-aee5-4dac-9aa0-f36c46ddb59c;-683;Transmitter #110;49,757802093067;6,64435777768244;0;0;0;0;HackRF;Unknown;0;90;63;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
281baf9b-8c21-47e4-9e12-fc5e21eb893b;538;Transmitter #111;49,7611824318464;6,63763386182391;0;0;0;0;TwinRx;OmniDirectional;0;88;55;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
dcb1373e-ea18-456d-bca9-ac5d1761b258;-446;Transmitter #112;49,7852839021753;6,65724530019683;0;0;0;0;TwinRx;Unknown;0;93;10;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
733f79ad-a93f-454a-90b6-cc485ad4a539;-327;Transmitter #113;49,7679592296908;6,62568141064419;0;0;0;0;HackRF;OmniDirectional;0;99;61;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
9b04322e-572c-44ba-b8d1-53373f2bdffd;722;Transmitter #114;49,7856092546412;6,63147622408428;0;0;0;0;TwinRx;Unknown;0;103;41;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
