PrimaryKey;Id;Name;Latitude;Longitude;Altitude;Roll;Pitch;Yaw;RxTxType;AntennaType;CenterFrequency_Hz;Bandwith_Hz;Gain_dB;SignalToNoiseRatio_dB;XPos;YPos;ZPos;StartTime;Remark
eb8272af-06d6-4977-a4e4-ef539865fa6f;805;RFDevice #16;49,7523546182207;6,65252589981203;0;0;0;0;HackRF;Unknown;99;55;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
db5363ac-e80c-4f3e-bea6-79cd9b558a21;463;RFDevice #17;49,7864331324865;6,61983633263043;0;0;0;0;IdealSDR;Unknown;90;54;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
b2318563-2c59-466c-9e0e-604a16f7e529;162;RFDevice #18;49,7742273076661;6,66035926076614;0;0;0;0;HackRF;Unknown;90;63;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
035a129f-e419-4ff7-a84f-3c623ea9bb57;111;RFDevice #19;49,7684128939138;6,61907983285346;0;0;0;0;Unknown;OmniDirectional;86;44;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
548c2f59-83af-4adb-8e5b-9cd775d2ae1e;-364;RFDevice #20;49,7512732360163;6,62111496197126;0;0;0;0;HackRF;Unknown;99;35;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
02c6f3ce-09ab-4733-9dc8-33b268429331;-65;RFDevice #21;49,7598057398263;6,62035581309379;0;0;0;0;Unknown;Unknown;92;50;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
ae5c2b27-455f-4f7f-81c4-5b97553c0e71;151;RFDevice #22;49,7640817642155;6,62482970164396;0;0;0;0;HackRF;Unknown;95;70;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
7771e9ae-943b-494d-b529-b468a6d516db;-245;RFDevice #23;49,7547559029323;6,65539984507286;0;0;0;0;HackRF;Unknown;98;22;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
b9e5c7bd-1ab7-4fdb-be2a-1ed48b6e1d8f;-343;RFDevice #24;49,7895661274499;6,65322008456267;0;0;0;0;Unknown;OmniDirectional;90;31;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
f49ade98-44a8-4ac5-98e9-dab2e7aa476e;-578;RFDevice #25;49,752447241976;6,66430793383839;0;0;0;0;IdealSDR;OmniDirectional;101;12;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
a844d05a-0c4d-42ce-9df8-3ce297c8dc90;755;RFDevice #26;49,7543830172756;6,63573922308909;0;0;0;0;Unknown;Unknown;87;50;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
2dea5ef1-9947-4cec-9b47-281d61a8f9dd;-507;RFDevice #27;49,7694729647335;6,61504656039427;0;0;0;0;HackRF;Unknown;103;18;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
8576da57-9c53-42ee-8bf8-39862920b4aa;-770;RFDevice #28;49,7685947265208;6,6464560434859;0;0;0;0;TwinRx;Unknown;99;63;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
63fce616-d46c-4767-9cdf-2881bac6f384;-861;RFDevice #29;49,763226514746;6,62182318040269;0;0;0;0;HackRF;Unknown;97;44;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
99fcfc37-bf54-4504-971a-7c38e52a5b90;-708;RFDevice #30;49,776731655421;6,64286613146922;0;0;0;0;HackRF;OmniDirectional;88;63;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
2a27a54d-dc40-43ec-8af6-e0c40c052481;-388;RFDevice #31;49,7951576970606;6,64627709090085;0;0;0;0;TwinRx;OmniDirectional;103;73;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
40c9c513-0c8c-4680-af08-4bca69f905d5;-955;RFDevice #32;49,7542547456585;6,62059245829512;0;0;0;0;TwinRx;OmniDirectional;92;50;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
42ce8c0c-a1ca-4209-98c1-1656927ffbd5;-162;RFDevice #33;49,7503332649936;6,66074204056107;0;0;0;0;TwinRx;OmniDirectional;86;24;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
bdb0dda5-7f4a-4143-a4ba-68c790e96ae5;979;RFDevice #34;49,7667481790718;6,62620665040636;0;0;0;0;HackRF;OmniDirectional;97;49;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
530b9d18-99ab-44de-9761-7799b53a1ab1;412;RFDevice #35;49,7676173653181;6,63163998446983;0;0;0;0;TwinRx;OmniDirectional;86;14;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
fcee6560-0853-424e-8a15-2e3aa1e3ff4b;-113;RFDevice #36;49,7881909827292;6,63864309814709;0;0;0;0;HackRF;Unknown;101;38;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
d374d137-bf8c-4135-ba0b-8770230c495d;-902;RFDevice #37;49,7649132394412;6,61745208844438;0;0;0;0;IdealSDR;OmniDirectional;89;22;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
073e86ff-69dc-4894-8153-838750ed88c9;565;RFDevice #38;49,7465508820351;6,64852754326483;0;0;0;0;Unknown;Unknown;97;73;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
bbedf058-2d22-44e8-bb62-fc817eb535b1;212;RFDevice #39;49,7546466779096;6,66393598662887;0;0;0;0;TwinRx;OmniDirectional;104;16;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
55c149bf-ad74-4eab-9d27-a31acae1bab9;-930;RFDevice #40;49,784302924973;6,61928033961895;0;0;0;0;IdealSDR;Unknown;101;15;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
cd9a6986-0048-44c5-bf77-e486ea1818e3;-958;RFDevice #41;49,76936439471;6,62756888126855;0;0;0;0;Unknown;Unknown;93;56;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
ddcfb1f0-bb96-4b12-8dec-1175aa3c0511;-478;RFDevice #42;49,7507751379509;6,65630433386965;0;0;0;0;IdealSDR;OmniDirectional;89;40;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
94d5c40b-3484-4037-8f4f-9b502a783285;884;RFDevice #43;49,750393229548;6,6536707796594;0;0;0;0;HackRF;Unknown;98;57;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
1ffda6f9-a543-4249-a544-90f283ddff5c;-396;RFDevice #44;49,7818899078321;6,62021243034886;0;0;0;0;HackRF;OmniDirectional;85;53;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
540b52c0-ec4e-4502-948d-9946aeb91d7d;893;RFDevice #45;49,7697819667838;6,65521561701108;0;0;0;0;IdealSDR;OmniDirectional;103;64;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
fdcb0125-721c-448b-9f39-85ff03bcabc7;50;RFDevice #46;49,7704316745485;6,63814036102427;0;0;0;0;Unknown;OmniDirectional;85;72;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
67ca4a3b-2112-45e1-a3f7-3bedf9fef2cd;-312;RFDevice #47;49,7581241272771;6,62517706913197;0;0;0;0;TwinRx;OmniDirectional;99;35;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
2a38ed84-6ec1-49dd-9419-05f7a81fb736;594;RFDevice #48;49,7539555827751;6,64873259062368;0;0;0;0;Unknown;OmniDirectional;88;33;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
d3f86f90-2875-4454-9752-f5786789cd11;-31;RFDevice #49;49,7892224595011;6,62046876047308;0;0;0;0;Unknown;OmniDirectional;89;43;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
8ab0fae7-7420-40c9-b2a6-0d5f0381fe6b;-357;RFDevice #50;49,7753332257732;6,65579202391491;0;0;0;0;HackRF;OmniDirectional;99;76;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
a3026235-414d-438b-91cc-71eed42d5276;668;RFDevice #51;49,7607358177586;6,62224782650012;0;0;0;0;Unknown;Unknown;87;72;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
8396e78e-c2ea-469c-aba3-4cdb4f396fd9;-747;RFDevice #52;49,7686189045396;6,63633195908118;0;0;0;0;IdealSDR;OmniDirectional;103;69;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
9c0d7ad5-db1a-4c02-9cce-925dd4afb9e0;-682;RFDevice #53;49,7573379138862;6,63853229308912;0;0;0;0;HackRF;Unknown;104;35;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
567bc7d2-af69-45f5-8543-f02bba640694;556;RFDevice #54;49,7552908110568;6,62404368427319;0;0;0;0;HackRF;Unknown;85;18;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
73eec6a6-7bf4-45f3-bc53-0eb3d18ac972;-545;RFDevice #55;49,7656216395737;6,61654046068752;0;0;0;0;IdealSDR;OmniDirectional;94;37;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
34869e47-517b-4715-aa02-33f988dc649b;960;RFDevice #56;49,7902955434118;6,65546019184206;0;0;0;0;Unknown;Unknown;90;62;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
e0c570d3-fe9d-4b17-8c86-d5b38a773a21;490;RFDevice #57;49,768437199128;6,62310573221809;0;0;0;0;Unknown;OmniDirectional;98;34;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
19342115-de61-4f7b-bb86-8ab8e07c1491;873;RFDevice #58;49,7459285773662;6,62018889401131;0;0;0;0;TwinRx;Unknown;93;30;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
a3e792cc-f31f-413a-a02d-0c2375b40519;-326;RFDevice #59;49,7632237420823;6,66281853623368;0;0;0;0;Unknown;Unknown;101;33;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
674cdb68-9c09-4444-8780-8e538e41be44;684;RFDevice #60;49,7507297735077;6,62899747373038;0;0;0;0;IdealSDR;OmniDirectional;93;34;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
2323fbd7-561a-46e7-816a-aedc9909c9c9;-104;RFDevice #61;49,7840306198494;6,65048926742318;0;0;0;0;HackRF;Unknown;88;67;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
1a2a6c5e-0c97-4b9e-a955-4ef44de6a68c;-899;RFDevice #62;49,753221688176;6,61889447526037;0;0;0;0;IdealSDR;OmniDirectional;100;40;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
19ebdd6c-9a10-4285-b75e-9e6dc0d17cf9;199;RFDevice #63;49,7815015066673;6,64629485026775;0;0;0;0;HackRF;OmniDirectional;102;47;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
282c527f-6be9-45ba-b328-e2d49aff9b79;-751;RFDevice #64;49,7685015709104;6,62157658623153;0;0;0;0;IdealSDR;OmniDirectional;91;61;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
7259e681-850c-4aa9-9b41-a021354130af;306;RFDevice #65;49,7762703446672;6,62409070740193;0;0;0;0;IdealSDR;Unknown;101;25;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
4540af57-d120-486d-aacf-e34892cb0dd9;73;RFDevice #66;49,765998790292;6,65503314984745;0;0;0;0;TwinRx;Unknown;91;34;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
2ab8c17c-c8bc-4d31-823e-b01b92b42992;352;RFDevice #67;49,7824403241771;6,63594764961221;0;0;0;0;HackRF;Unknown;103;20;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
0dfd44b8-e7c7-4b08-a778-0a9027ffd182;-519;RFDevice #68;49,785589797869;6,63138121183574;0;0;0;0;HackRF;OmniDirectional;98;20;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
e59da73c-4e11-4e9e-98dd-ef725c232031;-147;RFDevice #69;49,7728221124721;6,63276230032698;0;0;0;0;TwinRx;Unknown;90;66;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
bc81ca19-6140-4bcc-9fb6-e08f5e64edba;12;RFDevice #70;49,7675064504339;6,65921019788343;0;0;0;0;Unknown;OmniDirectional;101;20;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
7f93dbb3-8108-46b7-90f0-3638dbea4d51;-778;RFDevice #71;49,7481834441526;6,63837823638631;0;0;0;0;TwinRx;Unknown;91;62;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
5bd8d3f7-dd12-4933-8f68-03e83e6ce779;-79;RFDevice #72;49,7770013328645;6,661006351235;0;0;0;0;Unknown;Unknown;101;21;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
8d8c1a1c-076f-4a2d-bf54-34bc2879b031;-471;RFDevice #73;49,7496326704153;6,62967456487006;0;0;0;0;IdealSDR;Unknown;97;44;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
53936e8d-bf62-4a2e-803c-3406064550cf;854;RFDevice #74;49,7786360122042;6,66081101072538;0;0;0;0;HackRF;OmniDirectional;89;42;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
3284ccff-1b27-4ead-88fd-4f766d6c6363;306;RFDevice #75;49,7718848683153;6,62990345448265;0;0;0;0;Unknown;OmniDirectional;94;66;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
b782c5f1-87ea-4bc9-9850-92a1e3e777fc;588;RFDevice #76;49,7772992097545;6,62856227402522;0;0;0;0;Unknown;OmniDirectional;102;26;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
965f073a-caf0-4189-a57e-a2c3feda8edf;-452;RFDevice #77;49,7465843048973;6,64764433339608;0;0;0;0;IdealSDR;Unknown;103;68;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
ca927919-5fc9-411f-a092-b650afb5cbb0;117;RFDevice #78;49,7484415549423;6,65146791601636;0;0;0;0;IdealSDR;OmniDirectional;93;56;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
3e20c6a7-623c-4cdd-91e2-cec055fcdc42;-653;RFDevice #79;49,7699445609905;6,62843047998321;0;0;0;0;Unknown;Unknown;89;56;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
0044fcb4-7343-49b2-ae2e-c62bdf43b879;-443;RFDevice #80;49,7541104470975;6,63562737099171;0;0;0;0;HackRF;OmniDirectional;95;14;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
2aacd28e-acf8-4a8d-a173-2d5c0899e2b0;-156;RFDevice #81;49,7562129806867;6,61794623195112;0;0;0;0;IdealSDR;Unknown;93;74;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
e5172ec4-9bac-4bd8-8907-db299bef0edc;395;RFDevice #82;49,7856723912104;6,63508180937515;0;0;0;0;IdealSDR;Unknown;96;61;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
ef5bc084-5b8e-43de-9ea3-07fc3e2c4772;933;RFDevice #83;49,7478729007401;6,65364236891919;0;0;0;0;Unknown;Unknown;90;23;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
75520ddf-2a5f-4e2e-ade3-361598b10b66;-269;RFDevice #84;49,7893369456814;6,65142008566378;0;0;0;0;HackRF;Unknown;95;20;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
8717c729-975a-429e-b740-78e130a68272;994;RFDevice #85;49,7801175197837;6,65613821474669;0;0;0;0;IdealSDR;OmniDirectional;97;54;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
4909c47d-a8bf-4111-8a5a-72149574bddb;147;RFDevice #86;49,773379383165;6,62923313880783;0;0;0;0;TwinRx;Unknown;95;11;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
ae2e4840-9c03-4db2-83e1-b58a80c1a77a;-120;RFDevice #87;49,7473717834433;6,63305256770614;0;0;0;0;HackRF;Unknown;89;39;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
50bcb131-2cfc-4d2b-a87c-ef758ad4434e;-963;RFDevice #88;49,7950275732059;6,64783139230596;0;0;0;0;TwinRx;Unknown;96;22;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
5d5699fa-2610-40da-9dac-881ab6b963a8;308;RFDevice #89;49,7650801969175;6,6222160098434;0;0;0;0;IdealSDR;Unknown;96;11;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
1ffd46de-85dd-42b6-89d0-7c0e51d7666e;-185;RFDevice #90;49,7479136505498;6,62893021570948;0;0;0;0;IdealSDR;Unknown;94;28;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
be353351-d7ba-4231-a12f-695a627b46f2;719;RFDevice #91;49,7459404225087;6,65989580543255;0;0;0;0;HackRF;OmniDirectional;102;26;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
bb94e61f-de64-4843-8a09-6fb256f46859;-447;RFDevice #92;49,7784221871068;6,62251385774594;0;0;0;0;HackRF;Unknown;103;10;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
75f6b1d0-4757-410c-b658-2e9cd5a2d6e4;-248;RFDevice #93;49,7499716044747;6,6171259805129;0;0;0;0;HackRF;OmniDirectional;104;78;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
b81e4148-7b2b-451d-b856-09f1ef62d46e;-955;RFDevice #94;49,7475589711086;6,65921396948375;0;0;0;0;TwinRx;Unknown;92;23;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
6889c629-74b7-4f8f-97a2-d311d4975c53;452;RFDevice #95;49,7857578827811;6,65707001241267;0;0;0;0;TwinRx;Unknown;98;13;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
9dd6dc7c-6396-40e0-a860-40fc0e040746;-686;RFDevice #96;49,7632971480894;6,6542082136937;0;0;0;0;IdealSDR;OmniDirectional;98;33;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
dca8bb6c-a97a-464e-a707-d17755bbc67f;-911;RFDevice #97;49,7595970939535;6,64909337455844;0;0;0;0;Unknown;OmniDirectional;102;43;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
df096e79-3303-4d2f-88eb-05d7740bcad1;-950;RFDevice #98;49,7465617317801;6,63817518412996;0;0;0;0;IdealSDR;Unknown;95;70;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
ca8cd1ed-668e-4aae-9c58-c2457c3d7462;-65;RFDevice #99;49,7770298528023;6,64686459302304;0;0;0;0;IdealSDR;OmniDirectional;90;32;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
6354a84f-1dc1-4e21-8817-b1ab499e2a4c;-930;RFDevice #100;49,7577682400269;6,62746803600703;0;0;0;0;IdealSDR;OmniDirectional;103;42;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
c92f1e60-13ba-4cef-be4a-3a33a18aef4c;423;RFDevice #101;49,7662475774717;6,64884024378338;0;0;0;0;TwinRx;Unknown;91;14;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
fd3ee5cc-7f32-47cb-9b24-c5b4f8c78701;-353;RFDevice #102;49,7923657266033;6,64903260641235;0;0;0;0;TwinRx;OmniDirectional;104;67;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
3837a8c3-03ea-40c8-83f3-9a6ccb6dc919;-5;RFDevice #103;49,7887498052849;6,64520935990639;0;0;0;0;Unknown;OmniDirectional;88;36;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
272af94f-af09-426b-a4a5-5388807e52f5;929;RFDevice #104;49,7455700364287;6,6571256428945;0;0;0;0;IdealSDR;Unknown;94;61;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
de04c0d9-2bf3-4780-a522-ce731ef1f1bf;115;RFDevice #105;49,7501137073496;6,63412684350015;0;0;0;0;TwinRx;Unknown;89;27;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
